Image_ID,Questions,Answers
492,এটা কি রৌদ্রোজ্জ্বল দিন?,হ্যাঁ
493,লোকের পোষা প্রাণীটি কি তাকে ভালোবাসে?,হ্যাঁ
493,টেলিভিশন চালু আছে?,হ্যাঁ
493,আপনার কি মনে হয় বাইরে রাত হয়ে গেছে?,না
494,মহিলা কি শুধু ভিতরে চলে এসেছে?,হ্যাঁ
494,তাকে কয়টি বই আছে?,0
494,কতজন লোক বসতে পারে?,দুই
495,বালিশের রং কি?,হলুদ
495,কতটি ভালুক আছে?,এক
496,বিড়াল কি কাঁচে ঠকঠক করবে?,হ্যাঁ
496,ছেলেটি কি কিছু নিয়ে চিন্তিত?,হ্যাঁ
497,মেয়েটির পাশে কয়টি কুকুর আছে?,দুই
497,দেয়ালের ছবিগুলো কি একে অপরের মুখোমুখি?,হ্যাঁ
498,জলে কি আছে?,কিছুই না
498,নীল শার্ট পরা লোকটি কী বসে আছে?,লগ
498,কোন ফুল আছে?,না
499,মেয়েটি কোথায়?,পালঙ্ক
499,মেয়েটি কি চেয়ারে লাফাচ্ছে?,হ্যাঁ
499,মেয়েটি কি মধ্য বাতাসে?,হ্যাঁ
